time,yaw,accelerationX,accelerationY,accelerationZ
source
90.135,2.875,0.1,-0.01,-0.4
90.167,2.875,0.1,-0.01,-0.37
90.199,2.875,0.09,0,-0.38
90.231,2.8125,0.11,0,-0.38
90.264,2.8125,0.08,0,-0.38
90.296,2.8125,0.1,0,-0.4
90.328,2.75,0.11,-0.01,-0.39
90.36,2.75,0.09,-0.01,-0.39
90.392,2.75,0.09,-0.01,-0.36
90.424,2.75,0.1,-0.02,-0.4
90.456,2.75,0.09,-0.02,-0.4
90.488,2.75,0.09,0,-0.41
90.52,2.75,0.1,-0.01,-0.38
90.572,2.75,0.09,-0.01,-0.37
90.604,2.75,0.09,-0.01,-0.37
90.636,2.75,0.1,0,-0.38
90.668,2.75,0.09,-0.01,-0.4
90.7,2.75,0.1,-0.02,-0.4
90.773,2.75,0.09,-0.01,-0.37
90.805,2.75,0.08,-0.02,-0.41
90.837,2.75,0.09,-0.01,-0.4
90.869,2.75,0.07,0,-0.41
90.901,2.75,0.1,-0.03,-0.37
90.933,2.75,0.09,-0.01,-0.39
90.965,2.75,0.09,-0.04,-0.36
90.997,2.75,0.09,-0.02,-0.39
91.029,2.75,0.09,0.03,-0.39
91.061,2.75,0.09,0,-0.38
91.134,2.75,0.1,-0.02,-0.38
91.166,2.75,0.09,0,-0.38
91.198,2.75,0.11,-0.04,-0.4
91.23,2.75,0.09,-0.01,-0.4
91.262,2.75,0.1,0,-0.38
91.294,2.75,0.1,0,-0.38
91.326,2.75,0.09,-0.02,-0.35
91.358,2.75,0.09,0,-0.37
91.39,2.75,0.08,-0.01,-0.38
91.422,2.75,0.09,-0.01,-0.38
91.454,2.75,0.1,-0.01,-0.38
91.486,2.75,0.1,-0.01,-0.38
91.518,2.75,0.09,-0.01,-0.39
91.55,2.75,0.1,-0.01,-0.4
91.582,2.75,0.08,-0.02,-0.35
91.614,2.75,0.11,0,-0.4
91.647,2.75,0.09,-0.01,-0.37
91.679,2.75,0.1,-0.01,-0.37
91.711,2.75,0.1,-0.01,-0.36
91.743,2.75,0.08,-0.01,-0.41
91.775,2.75,0.1,-0.03,-0.39
91.807,2.75,0.11,-0.01,-0.4
91.839,2.75,0.08,-0.02,-0.38
91.871,2.75,0.11,-0.01,-0.39
91.903,2.75,0.11,0,-0.37
91.935,2.75,0.11,-0.01,-0.39
91.967,2.75,0.09,0,-0.39
91.999,2.75,0.08,0,-0.39
92.031,2.75,0.08,-0.02,-0.36
92.063,2.75,0.08,0,-0.38
92.135,2.75,0.1,0,-0.4
92.167,2.75,0.08,-0.01,-0.37
92.199,2.75,0.09,0,-0.39
92.231,2.75,0.09,0,-0.38
92.263,2.75,0.08,-0.01,-0.35
